Section,Phrase,Intent,Tags,Notes
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, mental win",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Two good shots then lost focus on the approach, emotional control locked in",Performance.Positive + Mindset.Distracted,,Positive + mindset drop
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, stayed neutral",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Missed fairway but stayed calm, coach",Performance.Negative + Mindset.CalmControl,,Outcome + mindset
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, full routine followed",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Missed short putt but kept emotions in check, stayed neutral",Performance.Negative + Mindset.CalmControl,,Negative + mindset
Section 9: Combined Intent Voice Commands,"Triple on 3 but trusted my pre-shot routine, right?",Score.Triple + Routine.PreShot,,Score + routine
Section 9: Combined Intent Voice Commands,Double bogey but learned from it,Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Scrambled for bogey after a bad tee shot, which felt great",Score.Bogey + Performance.Recovery,,Score + recovery
Section 9: Combined Intent Voice Commands,"Missed short putt but kept emotions in check, focus held",Performance.Negative + Mindset.CalmControl,,Negative + mindset
Section 9: Combined Intent Voice Commands,"Birdie after a full visualization, which felt great",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Par save thanks to my post-shot reset, visualized perfectly",Score.Par + Routine.PostShot + Cue.Reset,,Score + routine + cue
Section 9: Combined Intent Voice Commands,Missed the green but let it go quickly.,Performance.Negative + Cue.LettingGo,,Event + cue
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, bounced back fast",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, just like I practiced",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, mental win",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Bogeyed 5 but reset well and stayed calm, full routine followed",Score.Bogey + Cue.Reset + Mindset.CalmControl,,Hole + cue + mindset
Section 9: Combined Intent Voice Commands,"Scrambled for bogey after a bad tee shot, just like I practiced",Score.Bogey + Performance.Recovery,,Score + recovery
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, total trust",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, full routine followed",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Two-putt par after calming myself, emotional control locked in",Score.Par + Mindset.CalmControl,,Score + mindset
Section 9: Combined Intent Voice Commands,Missed the green but let it go quickly,Performance.Negative + Cue.LettingGo,,Event + cue
Section 9: Combined Intent Voice Commands,"Saved par with deep breathing, even with pressure",Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, coach",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, visualized perfectly",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Missed fairway but stayed calm, total trust",Performance.Negative + Mindset.CalmControl,,Outcome + mindset
Section 9: Combined Intent Voice Commands,"Saved par with deep breathing, which felt great",Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,Birdied 7 after visualizing the shot.,Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Par save thanks to my post-shot reset, emotional control locked in",Score.Par + Routine.PostShot + Cue.Reset,,Score + routine + cue
Section 9: Combined Intent Voice Commands,"Birdie after a full visualization, bounced back fast",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Felt scattered and missed the putt, even with pressure",Mindset.Scattered + Performance.Negative,,Mindset + event
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, visualized perfectly",Score.Bogey + Mindset.PeakFocus,,Score + mindset
Section 9: Combined Intent Voice Commands,Felt scattered and missed the putt.,Mindset.Scattered + Performance.Negative,,Mindset + event
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, just like I practiced",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Missed the green but let it go quickly, bounced back fast",Performance.Negative + Cue.LettingGo,,Event + cue
Section 9: Combined Intent Voice Commands,"Missed the green but let it go quickly, even with pressure",Performance.Negative + Cue.LettingGo,,Event + cue
Section 9: Combined Intent Voice Commands,"Birdie after a full visualization, even with pressure",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Made par even though I was distracted, right?",Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,Saved par with deep breathing,Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,Missed fairway but stayed calm.,Performance.Negative + Mindset.CalmControl,,Outcome + mindset
Section 9: Combined Intent Voice Commands,Two-putt par after calming myself.,Score.Par + Mindset.CalmControl,,Score + mindset
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, mental win",Score.Bogey + Mindset.PeakFocus,,Score + mindset
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, focus held",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, stayed neutral",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, and stayed in it",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Par save thanks to my post-shot reset, full routine followed",Score.Par + Routine.PostShot + Cue.Reset,,Score + routine + cue
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, full routine followed",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, even with pressure",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, just like I practiced",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Felt scattered and missed the putt, just like I practiced",Mindset.Scattered + Performance.Negative,,Mindset + event
Section 9: Combined Intent Voice Commands,Birdie after a full visualization.,Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, bounced back fast",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Made par even though I was distracted, which felt great",Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, stayed neutral",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Birdied 7 after visualizing the shot, bounced back fast",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, and stayed in it",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Missed fairway but stayed calm, which felt great",Performance.Negative + Mindset.CalmControl,,Outcome + mindset
Section 9: Combined Intent Voice Commands,Double bogey but learned from it.,Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Missed the green but let it go quickly, mental win",Performance.Negative + Cue.LettingGo,,Event + cue
Section 9: Combined Intent Voice Commands,"Missed fairway but stayed calm, even with pressure",Performance.Negative + Mindset.CalmControl,,Outcome + mindset
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, total trust",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, total trust",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, just like I practiced",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,Two good shots then lost focus on the approach,Performance.Positive + Mindset.Distracted,,Positive + mindset drop
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, kept breathing",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Par save thanks to my post-shot reset, stayed neutral",Score.Par + Routine.PostShot + Cue.Reset,,Score + routine + cue
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, which felt great",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Scrambled for bogey after a bad tee shot, full routine followed",Score.Bogey + Performance.Recovery,,Score + recovery
Section 9: Combined Intent Voice Commands,"Missed the green but let it go quickly, mental win",Performance.Negative + Cue.LettingGo,,Event + cue
Section 9: Combined Intent Voice Commands,"Birdie after a full visualization, mental win",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, visualized perfectly",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Missed fairway but stayed calm, right?",Performance.Negative + Mindset.CalmControl,,Outcome + mindset
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, even with pressure",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Made par even though I was distracted, total trust",Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,"Birdie after a full visualization, emotional control locked in",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, right?",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,Saved par with deep breathing,Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,"Two-putt par after calming myself, which felt great",Score.Par + Mindset.CalmControl,,Score + mindset
Section 9: Combined Intent Voice Commands,Made bogey but confident I followed my plan,Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, bounced back fast",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Made par even though I was distracted, which felt great",Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,"Saved par with deep breathing, kept breathing",Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,"Made par even though I was distracted, which felt great",Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,"Saved par with deep breathing, visualized perfectly",Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,"Birdie after a full visualization, which felt great",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, and stayed in it",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Par save thanks to my post-shot reset, right?",Score.Par + Routine.PostShot + Cue.Reset,,Score + routine + cue
Section 9: Combined Intent Voice Commands,"Two good shots then lost focus on the approach, kept breathing",Performance.Positive + Mindset.Distracted,,Positive + mindset drop
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, just like I practiced",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Par save thanks to my post-shot reset, which felt great",Score.Par + Routine.PostShot + Cue.Reset,,Score + routine + cue
Section 9: Combined Intent Voice Commands,Birdie after a full visualization,Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Bogeyed 5 but reset well and stayed calm, coach",Score.Bogey + Cue.Reset + Mindset.CalmControl,,Hole + cue + mindset
Section 9: Combined Intent Voice Commands,Two good shots then lost focus on the approach,Performance.Positive + Mindset.Distracted,,Positive + mindset drop
Section 9: Combined Intent Voice Commands,"Felt scattered and missed the putt, even with pressure",Mindset.Scattered + Performance.Negative,,Mindset + event
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, visualized perfectly",Score.Bogey + Mindset.PeakFocus,,Score + mindset
Section 9: Combined Intent Voice Commands,"Two good shots then lost focus on the approach, stayed neutral",Performance.Positive + Mindset.Distracted,,Positive + mindset drop
Section 9: Combined Intent Voice Commands,"Made par even though I was distracted, which felt great",Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, bounced back fast",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, just like I practiced",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Made par even though I was distracted, and stayed in it",Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, full routine followed",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, coach",Score.Bogey + Mindset.PeakFocus,,Score + mindset
Section 9: Combined Intent Voice Commands,"Two good shots then lost focus on the approach, coach",Performance.Positive + Mindset.Distracted,,Positive + mindset drop
Section 9: Combined Intent Voice Commands,"Missed the green but let it go quickly, bounced back fast",Performance.Negative + Cue.LettingGo,,Event + cue
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, which felt great",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, bounced back fast",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, and stayed in it",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, full routine followed",Score.Bogey + Mindset.PeakFocus,,Score + mindset
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, bounced back fast",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Made par even though I was distracted, just like I practiced",Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, kept breathing",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Scrambled for bogey after a bad tee shot, just like I practiced",Score.Bogey + Performance.Recovery,,Score + recovery
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, mental win",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, visualized perfectly",Score.Bogey + Mindset.PeakFocus,,Score + mindset
Section 9: Combined Intent Voice Commands,Hooked my drive but bounced back with a reset.,Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Felt scattered and missed the putt, right?",Mindset.Scattered + Performance.Negative,,Mindset + event
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, which felt great",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Missed the green but let it go quickly, emotional control locked in",Performance.Negative + Cue.LettingGo,,Event + cue
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, full routine followed",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Triple on 3 but trusted my pre-shot routine, which felt great",Score.Triple + Routine.PreShot,,Score + routine
Section 9: Combined Intent Voice Commands,Saved par with deep breathing.,Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, emotional control locked in",Score.Bogey + Mindset.PeakFocus,,Score + mindset
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, mental win",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Triple on 3 but trusted my pre-shot routine, just like I practiced",Score.Triple + Routine.PreShot,,Score + routine
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, visualized perfectly",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,Two good shots then lost focus on the approach.,Performance.Positive + Mindset.Distracted,,Positive + mindset drop
Section 9: Combined Intent Voice Commands,"Two good shots then lost focus on the approach, bounced back fast",Performance.Positive + Mindset.Distracted,,Positive + mindset drop
Section 9: Combined Intent Voice Commands,"Bogeyed 5 but reset well and stayed calm, mental win",Score.Bogey + Cue.Reset + Mindset.CalmControl,,Hole + cue + mindset
Section 9: Combined Intent Voice Commands,"Missed the green but let it go quickly, kept breathing",Performance.Negative + Cue.LettingGo,,Event + cue
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, coach",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Two good shots then lost focus on the approach, total trust",Performance.Positive + Mindset.Distracted,,Positive + mindset drop
Section 9: Combined Intent Voice Commands,"Saved par with deep breathing, coach",Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,Birdied 7 after visualizing the shot,Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Bogeyed 5 but reset well and stayed calm, total trust",Score.Bogey + Cue.Reset + Mindset.CalmControl,,Hole + cue + mindset
Section 9: Combined Intent Voice Commands,"Two-putt par after calming myself, and stayed in it",Score.Par + Mindset.CalmControl,,Score + mindset
Section 9: Combined Intent Voice Commands,"Two-putt par after calming myself, emotional control locked in",Score.Par + Mindset.CalmControl,,Score + mindset
Section 9: Combined Intent Voice Commands,"Missed fairway but stayed calm, stayed neutral",Performance.Negative + Mindset.CalmControl,,Outcome + mindset
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, right?",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,Bogeyed 5 but reset well and stayed calm,Score.Bogey + Cue.Reset + Mindset.CalmControl,,Hole + cue + mindset
Section 9: Combined Intent Voice Commands,"Made par even though I was distracted, mental win",Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, mental win",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Birdie after a full visualization, stayed neutral",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, full routine followed",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Scrambled for bogey after a bad tee shot, total trust",Score.Bogey + Performance.Recovery,,Score + recovery
Section 9: Combined Intent Voice Commands,"Triple on 3 but trusted my pre-shot routine, coach",Score.Triple + Routine.PreShot,,Score + routine
Section 9: Combined Intent Voice Commands,Hooked my drive but bounced back with a reset.,Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Double bogey but learned from it, just like I practiced",Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Bogeyed 5 but reset well and stayed calm, stayed neutral",Score.Bogey + Cue.Reset + Mindset.CalmControl,,Hole + cue + mindset
Section 9: Combined Intent Voice Commands,Double bogey but learned from it.,Score.Double + Summary.Learning,,Score + reflection
Section 9: Combined Intent Voice Commands,"Missed short putt but kept emotions in check, focus held",Performance.Negative + Mindset.CalmControl,,Negative + mindset
Section 9: Combined Intent Voice Commands,"Missed fairway but stayed calm, coach",Performance.Negative + Mindset.CalmControl,,Outcome + mindset
Section 9: Combined Intent Voice Commands,"Scrambled for bogey after a bad tee shot, focus held",Score.Bogey + Performance.Recovery,,Score + recovery
Section 9: Combined Intent Voice Commands,"Par save thanks to my post-shot reset, total trust",Score.Par + Routine.PostShot + Cue.Reset,,Score + routine + cue
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, focus held",Score.Bogey + Mindset.PeakFocus,,Score + mindset
Section 9: Combined Intent Voice Commands,"Missed the green but let it go quickly, which felt great",Performance.Negative + Cue.LettingGo,,Event + cue
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, kept breathing",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, visualized perfectly",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Missed short putt but kept emotions in check, bounced back fast",Performance.Negative + Mindset.CalmControl,,Negative + mindset
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, full routine followed",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Saved par with deep breathing, visualized perfectly",Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,Made par even though I was distracted.,Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,"Missed short putt but kept emotions in check, focus held",Performance.Negative + Mindset.CalmControl,,Negative + mindset
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, bounced back fast",Score.Bogey + Mindset.PeakFocus,,Score + mindset
Section 9: Combined Intent Voice Commands,"Birdied 7 after visualizing the shot, which felt great",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Bogeyed 5 but reset well and stayed calm, mental win",Score.Bogey + Cue.Reset + Mindset.CalmControl,,Hole + cue + mindset
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, just like I practiced",Score.Bogey + Mindset.PeakFocus,,Score + mindset
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, which felt great",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Mental win after hitting it in the bunker, emotional control locked in",Performance.Recovery + Summary.Calm,,Recovery + summary
Section 9: Combined Intent Voice Commands,"Felt scattered and missed the putt, stayed neutral",Mindset.Scattered + Performance.Negative,,Mindset + event
Section 9: Combined Intent Voice Commands,"Felt scattered and missed the putt, mental win",Mindset.Scattered + Performance.Negative,,Mindset + event
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, mental win",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Saved par with deep breathing, stayed neutral",Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, kept breathing",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,Birdied 7 after visualizing the shot,Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, focus held",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, kept breathing",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Made par even though I was distracted, which felt great",Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, total trust",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Par save thanks to my post-shot reset, full routine followed",Score.Par + Routine.PostShot + Cue.Reset,,Score + routine + cue
Section 9: Combined Intent Voice Commands,"Two-putt par after calming myself, visualized perfectly",Score.Par + Mindset.CalmControl,,Score + mindset
Section 9: Combined Intent Voice Commands,Saved par with deep breathing.,Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,"Bogeyed 5 but reset well and stayed calm, focus held",Score.Bogey + Cue.Reset + Mindset.CalmControl,,Hole + cue + mindset
Section 9: Combined Intent Voice Commands,"Triple on 3 but trusted my pre-shot routine, bounced back fast",Score.Triple + Routine.PreShot,,Score + routine
Section 9: Combined Intent Voice Commands,"Birdied 7 after visualizing the shot, stayed neutral",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Bogeyed 5 but reset well and stayed calm, kept breathing",Score.Bogey + Cue.Reset + Mindset.CalmControl,,Hole + cue + mindset
Section 9: Combined Intent Voice Commands,"Birdie after a full visualization, right?",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Saved par with deep breathing, and stayed in it",Score.Par + Cue.DeepBreath,,Score + cue
Section 9: Combined Intent Voice Commands,"Two good shots then lost focus on the approach, visualized perfectly",Performance.Positive + Mindset.Distracted,,Positive + mindset drop
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, just like I practiced",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, stayed neutral",Score.Bogey + Mindset.PeakFocus,,Score + mindset
Section 9: Combined Intent Voice Commands,"Missed short putt but kept emotions in check, which felt great",Performance.Negative + Mindset.CalmControl,,Negative + mindset
Section 9: Combined Intent Voice Commands,"Two-putt par after calming myself, right?",Score.Par + Mindset.CalmControl,,Score + mindset
Section 9: Combined Intent Voice Commands,Made par even though I was distracted.,Score.Par + Mindset.Distracted,,Score + mindset
Section 9: Combined Intent Voice Commands,"Triple on 3 but trusted my pre-shot routine, focus held",Score.Triple + Routine.PreShot,,Score + routine
Section 9: Combined Intent Voice Commands,"Felt scattered and missed the putt, right?",Mindset.Scattered + Performance.Negative,,Mindset + event
Section 9: Combined Intent Voice Commands,"Birdied 7 after visualizing the shot, mental win",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,"Two-putt par after calming myself, stayed neutral",Score.Par + Mindset.CalmControl,,Score + mindset
Section 9: Combined Intent Voice Commands,"Felt scattered and missed the putt, visualized perfectly",Mindset.Scattered + Performance.Negative,,Mindset + event
Section 9: Combined Intent Voice Commands,Triple on 3 but trusted my pre-shot routine,Score.Triple + Routine.PreShot,,Score + routine
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, coach",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Hooked my drive but bounced back with a reset, kept breathing",Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Par save thanks to my post-shot reset, which felt great",Score.Par + Routine.PostShot + Cue.Reset,,Score + routine + cue
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, full routine followed",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Triple on 3 but trusted my pre-shot routine, kept breathing",Score.Triple + Routine.PreShot,,Score + routine
Section 9: Combined Intent Voice Commands,"Hit the fairway after a trigger word, kept breathing",Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,Hooked my drive but bounced back with a reset,Performance.Negative + Performance.Recovery + Cue.Reset,,Event + recovery + cue
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, kept breathing",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,Hit the fairway after a trigger word,Performance.Positive + Cue.TriggerWord,,Outcome + cue
Section 9: Combined Intent Voice Commands,"Triple on 3 but trusted my pre-shot routine, and stayed in it",Score.Triple + Routine.PreShot,,Score + routine
Section 9: Combined Intent Voice Commands,"Made bogey but confident I followed my plan, mental win",Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Birdie after a full visualization, full routine followed",Score.Birdie + Cue.Visualization,,Score + cue
Section 9: Combined Intent Voice Commands,Made bogey but confident I followed my plan,Score.Bogey + Summary.Strategy,,Score + strategy reflection
Section 9: Combined Intent Voice Commands,"Bogey on the last but kept my focus, which felt great",Score.Bogey + Mindset.PeakFocus,,Score + mindset
