Section;Phrase;Intent;Tags;Notes
Junior Zone Extras;Want to review your last round? (84);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (84);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (84) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (85);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (85);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (85);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (85);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (85);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (85);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (85);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (85);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (85);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (85);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (85);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (85);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (85);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (85);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (85) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (86);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (86);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (86);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (86);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (86);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (86);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (86);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (86);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (86);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (86);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (86);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (86);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (86);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (86);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (86) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (87);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (87);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (87);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (87);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (87);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (87);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (87);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (87);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (87);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (87);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (87);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (87);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (87);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (87);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (87) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (88);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (88);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (88);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (88);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (88);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (88);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (88);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (88);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (88);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (88);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (88);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (88);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (88);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (88);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (88) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (89);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (89);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (89);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (89);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (89);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (89);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (89);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (89);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (89);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (89);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (89);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (89);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (89);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (89);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (89) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (90);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (90);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (90);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (90);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (90);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (90);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (90);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (90);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (90);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (90);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (90);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (90);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (90);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (90);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (90) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (91);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (91);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (91);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (91);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (91);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (91);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (91);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (91);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (91);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (91);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (91);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (91);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (91);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (91);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (91) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (92);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (92);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (92);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (92);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (92);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (92);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (92);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (92);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (92);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (92);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (92);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (92);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (92);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (92);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (92) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (93);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (93);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (93);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (93);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (93);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (93);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (93);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (93);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (93);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (93);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (93);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (93);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (93);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (93);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (93) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (94);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (94);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (94);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (94);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (94);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (94);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (94);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (94);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (94);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (94);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (94);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (94);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (94);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (94);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (94) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (95);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (95);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (95);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (95);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (95);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (95);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (95);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (95);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (95);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (95);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (95);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (95);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (95);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (95);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (95) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (96);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (96);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (96);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (96);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (96);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (96);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (96);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (96);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (96);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (96);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (96);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (96);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (96);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (96);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (96) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (97);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (97);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (97);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (97);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (97);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (97);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (97);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (97);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (97);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (97);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (97);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (97);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (97);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (97);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (97) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (98);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (98);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (98);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (98);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (98);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (98);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (98);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (98);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (98);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (98);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (98);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (98);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (98);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (98);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (98) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (99);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (99);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (99);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (99);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (99);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (99);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (99);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (99);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (99);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (99);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (99);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (99);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (99);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (99);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (99) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (100);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (100);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (100);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (100);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (100);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (100);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (100);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (100);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (100);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (100);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (100);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (100);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (100);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (100);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (100) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (101);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (101);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (101);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (101);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (101);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (101);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (101);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (101);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (101);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (101);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (101);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (101);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (101);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (101);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (101) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (102);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (102);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (102);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (102);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (102);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (102);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (102);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (102);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (102);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (102);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (102);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (102);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (102);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (102);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (102) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (103);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (103);Voice.Entry.Help;;
