Section,Phrase,Intent,Tags,Notes
Section 10: Practice-to-FoCoMap Voice Commands,Highlight today’s tempo work as mental growth for tracking,Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Pin that wedge drill as a focus win.,Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, building routine",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, calm practice",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, to review later",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,Highlight today’s tempo work as mental growth.,Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, progress marker",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin my tournament simulation as a pressure drill, progress marker",Journal.Practice.Pressure + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Tag that range session for review, mental boost",Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Mark my breathing practice as a calm focus.,Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s cue testing as a visualization success, to help next round",Journal.Practice.VisualCues + Map.Tag.Visualization,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, mental boost",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s cue testing as a visualization success, coach",Journal.Practice.VisualCues + Map.Tag.Visualization,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add this short-game challenge to my FoCoMap, pre-shot prep",Journal.Practice.ShortGame + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, confidence drill",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, growth moment",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, to review later",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, building routine",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Pin that wedge drill as a focus win,Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, coach",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, to help next round",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, improvement log",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, mental boost",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Tag slow-motion swings as a reset routine, growth moment",Journal.Practice.SlowMotion + Map.Add.ResetSuccess,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Tag that range session for review, calm practice",Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark that focus game with my coach for review, success",Journal.Practice.CoachDrills + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark this putting drill as a mental breakthrough, coach",Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin today’s mental checklist as a calm pressure win, improvement log",Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,Pin that wedge drill as a focus win.,Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin today’s mental checklist as a calm pressure win, growth moment",Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Add this bunker practice as recovery training, coach",Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin today’s mental checklist as a calm pressure win, mental boost",Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, pre-shot prep",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Tag that range session for review, calm practice",Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add this bunker practice as recovery training, to help next round",Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark this putting drill as a mental breakthrough, pre-shot prep",Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, mental boost",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s cue testing as a visualization success, confidence drill",Journal.Practice.VisualCues + Map.Tag.Visualization,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, improvement log",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add this bunker practice as recovery training, to review later",Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,Pin that wedge drill as a focus win,Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, confidence drill",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Add this short-game challenge to my FoCoMap, building routine",Journal.Practice.ShortGame + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Add this bunker practice as recovery training,Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Tag slow-motion swings as a reset routine, improvement log",Journal.Practice.SlowMotion + Map.Add.ResetSuccess,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s dispersion tracking as a data insight, building routine",Journal.Practice.Stats + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Add today’s dispersion tracking as a data insight,Journal.Practice.Stats + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Tag that range session for review, to review later",Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, coach",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s cue testing as a visualization success, coach",Journal.Practice.VisualCues + Map.Tag.Visualization,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, to help next round",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark alignment practice as a reset success, confidence drill",Journal.Practice.Alignment + Map.Add.ResetSuccess,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Tag that range session for review, calm practice",Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Mark that focus game with my coach for review.,Journal.Practice.CoachDrills + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark that focus game with my coach for review, confidence drill",Journal.Practice.CoachDrills + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark this putting drill as a mental breakthrough, coach",Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark that focus game with my coach for review, pre-shot prep",Journal.Practice.CoachDrills + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, success",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, calm practice",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, building routine",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add this short-game challenge to my FoCoMap, mental boost",Journal.Practice.ShortGame + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Mark my breathing practice as a calm focus,Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,Mark this putting drill as a mental breakthrough,Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, mental boost",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s cue testing as a visualization success, calm practice",Journal.Practice.VisualCues + Map.Tag.Visualization,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin my tournament simulation as a pressure drill, building routine",Journal.Practice.Pressure + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, calm practice",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, pre-shot prep",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,Tag that range session for review for tracking,Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, calm practice",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, confidence drill",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin today’s mental checklist as a calm pressure win, confidence drill",Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin today’s mental checklist as a calm pressure win, to review later",Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark that focus game with my coach for review, confidence drill",Journal.Practice.CoachDrills + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, calm practice",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark alignment practice as a reset success, improvement log",Journal.Practice.Alignment + Map.Add.ResetSuccess,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Add this short-game challenge to my FoCoMap for tracking,Journal.Practice.ShortGame + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark alignment practice as a reset success, success",Journal.Practice.Alignment + Map.Add.ResetSuccess,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark alignment practice as a reset success, building routine",Journal.Practice.Alignment + Map.Add.ResetSuccess,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add this bunker practice as recovery training, to help next round",Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, coach",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Tag slow-motion swings as a reset routine, mental boost",Journal.Practice.SlowMotion + Map.Add.ResetSuccess,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, progress marker",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,Pin my tournament simulation as a pressure drill,Journal.Practice.Pressure + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s cue testing as a visualization success, building routine",Journal.Practice.VisualCues + Map.Tag.Visualization,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add this short-game challenge to my FoCoMap, success",Journal.Practice.ShortGame + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, improvement log",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark this putting drill as a mental breakthrough, calm practice",Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Tag that range session for review,Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Tag that range session for review, calm practice",Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Mark this putting drill as a mental breakthrough for tracking,Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Pin this skills challenge as a confidence boost.,Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark that focus game with my coach for review, confidence drill",Journal.Practice.CoachDrills + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark that focus game with my coach for review, calm practice",Journal.Practice.CoachDrills + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Pin my tournament simulation as a pressure drill.,Journal.Practice.Pressure + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, progress marker",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,Pin today’s mental checklist as a calm pressure win for tracking,Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark alignment practice as a reset success, success",Journal.Practice.Alignment + Map.Add.ResetSuccess,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add this bunker practice as recovery training, success",Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin my tournament simulation as a pressure drill, progress marker",Journal.Practice.Pressure + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,Add this bunker practice as recovery training for tracking,Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Add this bunker practice as recovery training, to help next round",Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Tag that range session for review, calm practice",Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Mark my breathing practice as a calm focus.,Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, to review later",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, success",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s cue testing as a visualization success, calm practice",Journal.Practice.VisualCues + Map.Tag.Visualization,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark that focus game with my coach for review, pre-shot prep",Journal.Practice.CoachDrills + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Pin that wedge drill as a focus win for tracking,Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s cue testing as a visualization success, success",Journal.Practice.VisualCues + Map.Tag.Visualization,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, to help next round",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Pin today’s mental checklist as a calm pressure win.,Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Tag that range session for review, calm practice",Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, confidence drill",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark that focus game with my coach for review, to help next round",Journal.Practice.CoachDrills + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, confidence drill",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, success",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark that focus game with my coach for review, pre-shot prep",Journal.Practice.CoachDrills + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, progress marker",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, success",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s dispersion tracking as a data insight, progress marker",Journal.Practice.Stats + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, to help next round",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s dispersion tracking as a data insight, calm practice",Journal.Practice.Stats + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark this putting drill as a mental breakthrough, mental boost",Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s dispersion tracking as a data insight, building routine",Journal.Practice.Stats + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark this putting drill as a mental breakthrough, confidence drill",Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Add this short-game challenge to my FoCoMap for tracking,Journal.Practice.ShortGame + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Pin my tournament simulation as a pressure drill,Journal.Practice.Pressure + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Add this short-game challenge to my FoCoMap, progress marker",Journal.Practice.ShortGame + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add this bunker practice as recovery training, confidence drill",Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin today’s mental checklist as a calm pressure win, confidence drill",Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark alignment practice as a reset success, progress marker",Journal.Practice.Alignment + Map.Add.ResetSuccess,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s dispersion tracking as a data insight, success",Journal.Practice.Stats + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Tag that range session for review.,Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Mark this putting drill as a mental breakthrough for tracking,Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin today’s mental checklist as a calm pressure win, confidence drill",Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, pre-shot prep",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, progress marker",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, mental boost",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, to review later",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin today’s mental checklist as a calm pressure win, coach",Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Add this short-game challenge to my FoCoMap, progress marker",Journal.Practice.ShortGame + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin today’s mental checklist as a calm pressure win, improvement log",Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s cue testing as a visualization success, building routine",Journal.Practice.VisualCues + Map.Tag.Visualization,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Pin this skills challenge as a confidence boost,Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Add today’s cue testing as a visualization success, coach",Journal.Practice.VisualCues + Map.Tag.Visualization,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Pin this skills challenge as a confidence boost,Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, building routine",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add this short-game challenge to my FoCoMap, building routine",Journal.Practice.ShortGame + Map.Add.General,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, success",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark this putting drill as a mental breakthrough, progress marker",Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, building routine",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, improvement log",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark this putting drill as a mental breakthrough, coach",Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, progress marker",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, growth moment",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Mark this putting drill as a mental breakthrough.,Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add this bunker practice as recovery training, growth moment",Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, progress marker",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, to help next round",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin this skills challenge as a confidence boost, confidence drill",Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Tag that range session for review, mental boost",Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Tag that range session for review, building routine",Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin my tournament simulation as a pressure drill, growth moment",Journal.Practice.Pressure + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin today’s mental checklist as a calm pressure win, to help next round",Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Tag slow-motion swings as a reset routine, confidence drill",Journal.Practice.SlowMotion + Map.Add.ResetSuccess,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Tag slow-motion swings as a reset routine, confidence drill",Journal.Practice.SlowMotion + Map.Add.ResetSuccess,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Add this bunker practice as recovery training for tracking,Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Add this bunker practice as recovery training, mental boost",Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark this putting drill as a mental breakthrough, to review later",Journal.Practice.Putting + Map.Add.Breakthrough,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Tag that range session for review, improvement log",Journal.Practice.Range + Map.Add.ForReview,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Add this bunker practice as recovery training, pre-shot prep",Journal.Practice.RecoveryShots + Map.Tag.Recovery,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Mark my breathing practice as a calm focus, to review later",Journal.Practice.Breathing + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, confidence drill",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Pin that wedge drill as a focus win, improvement log",Journal.Practice.Wedge + Map.Add.FocusWin,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,"Highlight today’s tempo work as mental growth, building routine",Journal.Practice.Range + Map.Add.GrowthLabel,,Practice + map
Section 10: Practice-to-FoCoMap Voice Commands,Pin this skills challenge as a confidence boost.,Journal.Practice.SkillsChallenge + Map.Tag.CalmPressure,,Practice + tag
Section 10: Practice-to-FoCoMap Voice Commands,"Pin today’s mental checklist as a calm pressure win, building routine",Journal.Practice.MentalRoutine + Map.Tag.CalmPressure,,Practice + tag
