Section;Phrase;Intent;Tags;Notes
Section 8: Microphone (General Voice UX + Help);Okay, that’s all thanks;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Start voice entry, okay?;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Did you save that entry? before I forget;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Show voice options, okay?;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Let’s log this if possible;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Did you save that entry? before I forget;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Can I use voice here? coach;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Voice off;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Voice off let’s go;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Repeat what I said;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);What phrases work for this? before I forget;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Mark that as done while I remember;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic coach;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Speak instead of tap, okay?;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Voice off today;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Is voice active right now?;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);I need some examples let’s go;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Repeat what I said;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Okay, that’s all please;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Repeat what I said quick log;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Repeat what I said before I forget;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Voice off, okay?;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Logging by voice now again;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic if possible;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Can I use voice here? again;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Mark that as done if possible;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Mute now thanks;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Show me what you saved please;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Was that logged?.;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Mark that as done please;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);What phrases work for this? if possible;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Voice off, alright;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Speak instead of tap, alright;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Logging by voice now if possible;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Okay, that’s all, alright;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Mark that as done coach;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Did you save that entry? now;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Show voice options if possible;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);I’m using voice for this real quick;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);I’m using voice for this coach;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type real quick;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Is voice active right now? today;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? now;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Did that work? if possible;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);I need some examples real quick;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);What can I say here? real quick;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);I’m using voice for this now;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Can I use voice here? if possible;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Show voice options coach;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do coach;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Can I use voice here? please;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance?, alright;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);What phrases work for this?;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note while I remember;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Did that work? let’s go;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Voice off again;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic, buddy;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Show me what you saved let’s go;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Okay, that’s all today;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Show voice options while I remember;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Voice mode on again;Mic.Start;;Toggle
Section 8: Microphone (General Voice UX + Help);Show voice options quick log;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Let’s use the mic quick log;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);Okay, that’s all, buddy;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do again;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Recording a mental note please;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Recording a mental note again;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Can I use voice here? again;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Show voice options let’s go;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please today;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);I’m using voice for this thanks;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please again;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Mark that as done coach;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic coach;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please, alright;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);What can I say here? thanks;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Can I use voice here?, okay?;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);What can I say here?.;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic quick log;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Can I use voice here?, okay?;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Show voice options thanks;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Speak instead of tap now;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Help me with voice commands, okay?;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please let’s go;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Show me what you saved if possible;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Voice mode on today;Mic.Start;;Toggle
Section 8: Microphone (General Voice UX + Help);Recording a mental note;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do.;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Help me with voice commands;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Did you save that entry? quick log;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic if possible;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Stop voice mode thanks;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note quick log;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type while I remember;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Mute now, alright;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);I’m using voice for this, buddy;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);What can I say here? real quick;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Start voice entry today;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);I need some examples while I remember;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Mark that as done quick log;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);What phrases work for this?, okay?;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please let’s go;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type real quick;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Recording a mental note thanks;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Show voice options.;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic if possible;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);What phrases work for this? thanks;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Did you save that entry?, alright;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Let’s log this while I remember;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Can I use voice here? again;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Voice off quick log;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Let’s use the mic again;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);I’m using voice for this while I remember;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Mute now let’s go;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Repeat what I said today;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Did you save that entry? while I remember;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Voice mode on today;Mic.Start;;Toggle
Section 8: Microphone (General Voice UX + Help);Mute now please;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Let’s use the mic again;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);Speak instead of tap now;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Repeat what I said let’s go;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Start voice entry please;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Can I use voice here? real quick;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Is voice active right now? please;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Okay, that’s all thanks;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic if possible;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Mute now now;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);I need some examples quick log;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic, alright;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Show voice options before I forget;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note please;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Okay, that’s all real quick;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);What phrases work for this? real quick;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Did that work?, okay?;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Show voice options while I remember;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance?, buddy;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please thanks;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? quick log;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);I need some examples coach;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please.;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Stop voice mode thanks;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Did you save that entry? thanks;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Show me what you saved quick log;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do please;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Logging by voice now if possible;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Recording a mental note today;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);I need some examples, okay?;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);I need some examples now;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Okay, that’s all quick log;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic if possible;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Show voice options thanks;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type please;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Can I use voice here? let’s go;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Help me with voice commands.;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Let’s use the mic quick log;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);Show voice options now;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note quick log;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Can I use voice here? now;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Repeat what I said before I forget;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Show me what you saved now;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Voice mode on, okay?;Mic.Start;;Toggle
Section 8: Microphone (General Voice UX + Help);Start voice entry, okay?;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? before I forget;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Let’s log this coach;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Start voice entry, okay?;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Voice off;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Logging by voice now coach;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Voice off now;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);I’m using voice for this, buddy;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do let’s go;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Voice mode on, alright;Mic.Start;;Toggle
Section 8: Microphone (General Voice UX + Help);Let’s log this.;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Was that logged?, buddy;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note thanks;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Was that logged?;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Mute now coach;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Let’s log this, okay?;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type quick log;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do if possible;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type.;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Help me with voice commands, okay?;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Is voice active right now? coach;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Can I use voice here? thanks;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance?.;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Let’s log this please;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Is voice active right now? if possible;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);What phrases work for this? again;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);I’m using voice for this while I remember;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? coach;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Was that logged?, buddy;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Did that work? thanks;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);What phrases work for this? let’s go;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Is voice active right now? please;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);I need some examples, alright;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Did you save that entry? real quick;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Is voice active right now?, okay?;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Let’s use the mic now;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic, alright;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Was that logged? real quick;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Logging by voice now before I forget;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Speak instead of tap;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Okay, that’s all, okay?;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);I’m using voice for this again;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Mute now please;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Did that work? quick log;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Was that logged?, alright;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please thanks;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Voice off.;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);I’m using voice for this;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Start voice entry please;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Did that work? while I remember;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);I need some examples please;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Okay, that’s all while I remember;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);What phrases work for this? coach;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Was that logged? thanks;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Was that logged? if possible;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Show me what you saved quick log;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Mute now again;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Recording a mental note now;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please again;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);What phrases work for this? quick log;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Okay, that’s all.;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Speak instead of tap now;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please while I remember;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);I’m using voice for this quick log;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Did you save that entry? again;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Start voice entry, okay?;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);I’m using voice for this, buddy;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Did you save that entry?, alright;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type coach;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Did that work?, buddy;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? now;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Repeat what I said thanks;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please again;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);I’m using voice for this while I remember;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Did you save that entry? quick log;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Let’s log this;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic let’s go;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Speak instead of tap, okay?;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? quick log;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);What can I say here? today;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);I need some examples please;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);I’m using voice for this please;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do, alright;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please let’s go;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? thanks;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Mark that as done quick log;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);What can I say here? coach;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Help me with voice commands again;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Show voice options quick log;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Stop voice mode coach;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Show me what you saved before I forget;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Okay, that’s all coach;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Okay, that’s all if possible;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Speak instead of tap, buddy;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Did that work? real quick;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);I need some examples today;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Voice mode on please;Mic.Start;;Toggle
Section 8: Microphone (General Voice UX + Help);Speak instead of tap again;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Speak instead of tap while I remember;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Start voice entry today;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do before I forget;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Mark that as done thanks;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Logging by voice now while I remember;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Repeat what I said again;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Stop voice mode real quick;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Stop voice mode now;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Show me what you saved, okay?;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note, buddy;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type quick log;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Let’s log this let’s go;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Mute now, okay?;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Start voice entry while I remember;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Is voice active right now? now;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Mute now, okay?;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Did that work?, okay?;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic, buddy;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Voice off again;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Speak instead of tap real quick;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Can I use voice here? before I forget;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Did you save that entry?.;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Help me with voice commands, buddy;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Start voice entry while I remember;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Show voice options please;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note today;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Speak instead of tap while I remember;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Logging by voice now, alright;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);I’m using voice for this quick log;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? again;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Show me what you saved thanks;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note please;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);What phrases work for this? again;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type before I forget;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Start voice entry please;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Mute now now;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Repeat what I said coach;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Speak instead of tap quick log;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please thanks;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Did that work? now;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Okay, that’s all now;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Okay, that’s all real quick;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Did that work? coach;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Mute now.;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Repeat what I said before I forget;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please before I forget;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do quick log;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Okay, that’s all let’s go;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Show voice options now;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Speak instead of tap.;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);I need some examples please;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);I’m using voice for this.;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance?, alright;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);I need some examples before I forget;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Can I use voice here? now;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Show me what you saved now;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Mute now quick log;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic quick log;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Let’s log this if possible;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Mark that as done quick log;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Let’s use the mic, buddy;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);Was that logged? thanks;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Speak instead of tap let’s go;Mic.Start;;UI shortcut
