content_id,template_id,template_name,pillar,vark_mode,level,length,scenario_tags,pressure_level,lie_type,wind_condition,region_variant,script_text,cta_question,follow_up_prompt,confidence_rating_hint,do_not_say_flags
MC_00098,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Visual,Foundation,standard,waiting_on_tee;slow_play_rumination,medium,fairway_bunker,strong,EU,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Keep it simple and repeatable.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What’s the next decision only?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00099,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Visual,Foundation,deep,fast_group_behind;walking_reset,low,perfect,light,US,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Keep it simple and repeatable.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What’s the next decision only?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00100,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Visual,Build,micro,waiting_on_tee;walking_reset,low,greenside_bunker,light,EU,"Reset now. Next decision only.
Add one detail: pace and commitment.
Picture one clear target line. See the ball start on it.",Do you want a quick reset or a deeper reset on the walk?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00101,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Visual,Build,standard,slow_play_rumination;waiting_on_tee,low,greenside_bunker,strong,EU,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Add one detail: pace and commitment.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",Do you want a quick reset or a deeper reset on the walk?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00102,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Visual,Build,deep,slow_play_rumination;fast_group_behind,low,rough,calm,AU,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Add one detail: pace and commitment.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",Do you want a quick reset or a deeper reset on the walk?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00103,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Visual,Compete,micro,waiting_on_tee;fast_group_behind,low,greenside_bunker,calm,US,"Reset now. Next decision only.
Narrow focus. Execute under pressure.
Picture one clear target line. See the ball start on it.",Do you want a quick reset or a deeper reset on the walk?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00104,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Visual,Compete,standard,slow_play_rumination;waiting_on_tee,low,perfect,calm,US,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Narrow focus. Execute under pressure.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What’s the next decision only?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00105,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Visual,Compete,deep,slow_play_rumination;walking_reset,low,rough,light,US,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Narrow focus. Execute under pressure.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",Do you want a quick reset or a deeper reset on the walk?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00106,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Visual,Maintain,micro,waiting_on_tee;slow_play_rumination,medium,perfect,calm,UK,"Reset now. Next decision only.
Stay consistent. Trust what works.
Picture one clear target line. See the ball start on it.",What’s the next decision only?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00107,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Visual,Maintain,standard,slow_play_rumination;fast_group_behind,high,rough,strong,UK,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Stay consistent. Trust what works.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What’s the next decision only?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00108,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Visual,Maintain,deep,slow_play_rumination;fast_group_behind,low,perfect,calm,US,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Stay consistent. Trust what works.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What’s the next decision only?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00109,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Foundation,micro,walking_reset;fast_group_behind,high,rough,moderate,EU,"Reset now. Next decision only.
Keep it simple and repeatable.
Say one phrase to yourself: “Smooth and committed.”",Do you want a quick reset or a deeper reset on the walk?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00110,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Foundation,standard,walking_reset;waiting_on_tee,low,perfect,light,EU,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Keep it simple and repeatable.
Use a quiet cue phrase. One sentence, same tone every time.",What’s the next decision only?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00111,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Foundation,deep,waiting_on_tee;walking_reset,low,perfect,moderate,AU,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Keep it simple and repeatable.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What’s the next decision only?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00112,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Build,micro,waiting_on_tee;fast_group_behind,high,tight,calm,UK,"Reset now. Next decision only.
Add one detail: pace and commitment.
Say one phrase to yourself: “Smooth and committed.”",Do you want a quick reset or a deeper reset on the walk?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00113,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Build,standard,fast_group_behind;slow_play_rumination,medium,perfect,moderate,AU,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Add one detail: pace and commitment.
Use a quiet cue phrase. One sentence, same tone every time.",What’s the next decision only?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00114,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Build,deep,fast_group_behind;waiting_on_tee,low,fairway_bunker,light,UK,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Add one detail: pace and commitment.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",Do you want a quick reset or a deeper reset on the walk?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00115,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Compete,micro,waiting_on_tee;fast_group_behind,low,tight,calm,AU,"Reset now. Next decision only.
Narrow focus. Execute under pressure.
Say one phrase to yourself: “Smooth and committed.”",Do you want a quick reset or a deeper reset on the walk?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00116,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Compete,standard,waiting_on_tee;walking_reset,medium,tight,strong,UK,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Narrow focus. Execute under pressure.
Use a quiet cue phrase. One sentence, same tone every time.",What’s the next decision only?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00117,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Compete,deep,slow_play_rumination;fast_group_behind,medium,fairway_bunker,strong,UK,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Narrow focus. Execute under pressure.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What’s the next decision only?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00118,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Maintain,micro,waiting_on_tee;fast_group_behind,medium,greenside_bunker,strong,EU,"Reset now. Next decision only.
Stay consistent. Trust what works.
Say one phrase to yourself: “Smooth and committed.”",Do you want a quick reset or a deeper reset on the walk?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00119,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Maintain,standard,fast_group_behind;slow_play_rumination,medium,rough,light,UK,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Stay consistent. Trust what works.
Use a quiet cue phrase. One sentence, same tone every time.",Do you want a quick reset or a deeper reset on the walk?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00120,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Aural,Maintain,deep,fast_group_behind;waiting_on_tee,high,fairway_bunker,moderate,UK,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Stay consistent. Trust what works.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",Do you want a quick reset or a deeper reset on the walk?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00121,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Foundation,micro,waiting_on_tee;slow_play_rumination,medium,fairway_bunker,light,UK,"Reset now. Next decision only.
Keep it simple and repeatable.
Name the task in words: “Pick. Commit. Swing.”",What’s the next decision only?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00122,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Foundation,standard,fast_group_behind;waiting_on_tee,medium,rough,calm,UK,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Keep it simple and repeatable.
Use a short written-style checklist in your head: target, plan, commit.",What’s the next decision only?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00123,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Foundation,deep,waiting_on_tee;fast_group_behind,low,rough,moderate,UK,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Keep it simple and repeatable.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s the next decision only?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00124,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Build,micro,slow_play_rumination;walking_reset,high,rough,calm,AU,"Reset now. Next decision only.
Add one detail: pace and commitment.
Name the task in words: “Pick. Commit. Swing.”",What’s the next decision only?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00125,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Build,standard,slow_play_rumination;waiting_on_tee,medium,tight,strong,AU,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Add one detail: pace and commitment.
Use a short written-style checklist in your head: target, plan, commit.",What’s the next decision only?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00126,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Build,deep,fast_group_behind;walking_reset,low,fairway_bunker,moderate,US,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Add one detail: pace and commitment.
Run a 4-line script: target, plan, breath, commit. Then go.",Do you want a quick reset or a deeper reset on the walk?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00127,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Compete,micro,fast_group_behind;waiting_on_tee,high,fairway_bunker,moderate,AU,"Reset now. Next decision only.
Narrow focus. Execute under pressure.
Name the task in words: “Pick. Commit. Swing.”",What’s the next decision only?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00128,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Compete,standard,slow_play_rumination;fast_group_behind,high,greenside_bunker,moderate,US,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Narrow focus. Execute under pressure.
Use a short written-style checklist in your head: target, plan, commit.",Do you want a quick reset or a deeper reset on the walk?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00129,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Compete,deep,slow_play_rumination;fast_group_behind,low,perfect,strong,US,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Narrow focus. Execute under pressure.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s the next decision only?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00130,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Maintain,micro,walking_reset;slow_play_rumination,low,greenside_bunker,light,US,"Reset now. Next decision only.
Stay consistent. Trust what works.
Name the task in words: “Pick. Commit. Swing.”",Do you want a quick reset or a deeper reset on the walk?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00131,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Maintain,standard,walking_reset;slow_play_rumination,low,perfect,strong,US,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Stay consistent. Trust what works.
Use a short written-style checklist in your head: target, plan, commit.",What’s the next decision only?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00132,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,ReadWrite,Maintain,deep,walking_reset;waiting_on_tee,medium,fairway_bunker,light,EU,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Stay consistent. Trust what works.
Run a 4-line script: target, plan, breath, commit. Then go.",Do you want a quick reset or a deeper reset on the walk?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00133,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Foundation,micro,fast_group_behind;walking_reset,medium,rough,light,UK,"Reset now. Next decision only.
Keep it simple and repeatable.
Feel your feet. One slow exhale. Loose grip pressure.",What’s the next decision only?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00134,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Foundation,standard,slow_play_rumination;waiting_on_tee,medium,perfect,moderate,AU,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Keep it simple and repeatable.
Feel posture, balance, and tempo. Let the body lead, not the noise.",Do you want a quick reset or a deeper reset on the walk?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00135,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Foundation,deep,waiting_on_tee;fast_group_behind,high,fairway_bunker,calm,EU,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Keep it simple and repeatable.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",Do you want a quick reset or a deeper reset on the walk?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00136,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Build,micro,walking_reset;slow_play_rumination,medium,perfect,light,AU,"Reset now. Next decision only.
Add one detail: pace and commitment.
Feel your feet. One slow exhale. Loose grip pressure.",Do you want a quick reset or a deeper reset on the walk?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00137,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Build,standard,walking_reset;slow_play_rumination,medium,fairway_bunker,moderate,AU,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Add one detail: pace and commitment.
Feel posture, balance, and tempo. Let the body lead, not the noise.",Do you want a quick reset or a deeper reset on the walk?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00138,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Build,deep,slow_play_rumination;waiting_on_tee,low,greenside_bunker,moderate,EU,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Add one detail: pace and commitment.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",Do you want a quick reset or a deeper reset on the walk?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00139,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Compete,micro,fast_group_behind;slow_play_rumination,high,perfect,strong,UK,"Reset now. Next decision only.
Narrow focus. Execute under pressure.
Feel your feet. One slow exhale. Loose grip pressure.",What’s the next decision only?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00140,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Compete,standard,fast_group_behind;waiting_on_tee,low,greenside_bunker,calm,US,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Narrow focus. Execute under pressure.
Feel posture, balance, and tempo. Let the body lead, not the noise.",Do you want a quick reset or a deeper reset on the walk?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00141,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Compete,deep,slow_play_rumination;walking_reset,low,rough,light,UK,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Narrow focus. Execute under pressure.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",Do you want a quick reset or a deeper reset on the walk?,Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00142,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Maintain,micro,slow_play_rumination;fast_group_behind,high,perfect,light,UK,"Reset now. Next decision only.
Stay consistent. Trust what works.
Feel your feet. One slow exhale. Loose grip pressure.",What’s the next decision only?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00143,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Maintain,standard,slow_play_rumination;fast_group_behind,low,perfect,light,AU,"Between shots: release the replay. Bring attention to walking and breathing. Arrive at the ball neutral.
Stay consistent. Trust what works.
Feel posture, balance, and tempo. Let the body lead, not the noise.",Do you want a quick reset or a deeper reset on the walk?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00144,MC_T03_BETWEEN_SHOTS_RESET,Between-Shots Reset,CONTROL,Kinesthetic,Maintain,deep,walking_reset;fast_group_behind,medium,fairway_bunker,light,US,"Use the walk as a reset lane: exhale, shoulders down, eyes up. No story. Just the next decision.
Stay consistent. Trust what works.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",What’s the next decision only?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00145,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Foundation,micro,after_good_shot_stay_present;three_putt_frustration,low,fairway_bunker,calm,EU,"That shot is done. Let it go.
Keep it simple and repeatable.
Picture one clear target line. See the ball start on it.",What’s the plan for the next one?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00146,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Foundation,standard,after_good_shot_stay_present;three_putt_frustration,high,tight,calm,UK,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Keep it simple and repeatable.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What’s the plan for the next one?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00147,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Foundation,deep,after_bad_shot_release;after_good_shot_stay_present,high,tight,moderate,UK,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Keep it simple and repeatable.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",Can you release that shot in one breath?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00148,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Build,micro,after_bad_shot_release;three_putt_frustration,medium,tight,moderate,US,"That shot is done. Let it go.
Add one detail: pace and commitment.
Picture one clear target line. See the ball start on it.",Can you release that shot in one breath?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00149,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Build,standard,three_putt_frustration;after_bad_shot_release,high,fairway_bunker,moderate,US,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Add one detail: pace and commitment.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What’s the plan for the next one?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00150,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Build,deep,after_bad_shot_release;missed_short_putt,high,tight,strong,EU,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Add one detail: pace and commitment.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What’s the plan for the next one?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00151,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Compete,micro,three_putt_frustration;missed_short_putt,low,rough,light,AU,"That shot is done. Let it go.
Narrow focus. Execute under pressure.
Picture one clear target line. See the ball start on it.",What’s the plan for the next one?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00152,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Compete,standard,missed_short_putt;three_putt_frustration,high,tight,moderate,AU,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Narrow focus. Execute under pressure.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",Can you release that shot in one breath?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00153,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Compete,deep,after_good_shot_stay_present;three_putt_frustration,high,fairway_bunker,strong,UK,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Narrow focus. Execute under pressure.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",Can you release that shot in one breath?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00154,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Maintain,micro,after_good_shot_stay_present;three_putt_frustration,medium,fairway_bunker,strong,US,"That shot is done. Let it go.
Stay consistent. Trust what works.
Picture one clear target line. See the ball start on it.",What’s the plan for the next one?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00155,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Maintain,standard,after_bad_shot_release;three_putt_frustration,medium,greenside_bunker,calm,US,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Stay consistent. Trust what works.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",Can you release that shot in one breath?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00156,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Visual,Maintain,deep,after_bad_shot_release;missed_short_putt,medium,rough,light,UK,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Stay consistent. Trust what works.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What’s the plan for the next one?,Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00157,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Foundation,micro,three_putt_frustration;after_bad_shot_release,low,rough,light,EU,"That shot is done. Let it go.
Keep it simple and repeatable.
Say one phrase to yourself: “Smooth and committed.”",Can you release that shot in one breath?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00158,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Foundation,standard,after_bad_shot_release;missed_short_putt,high,perfect,moderate,EU,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Keep it simple and repeatable.
Use a quiet cue phrase. One sentence, same tone every time.",What’s the plan for the next one?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00159,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Foundation,deep,missed_short_putt;three_putt_frustration,high,fairway_bunker,calm,UK,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Keep it simple and repeatable.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",Can you release that shot in one breath?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00160,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Build,micro,missed_short_putt;after_bad_shot_release,low,rough,light,US,"That shot is done. Let it go.
Add one detail: pace and commitment.
Say one phrase to yourself: “Smooth and committed.”",What’s the plan for the next one?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
